quartos,banheiros,m2_interior,m2_espaco_completo,numero_andares,vista_orla,qualidade_design,m2_interior_15_vizinhos,tamanho_imovel_completo,ano_construcao_1,ano_construcao_2,ano_construcao_3,ano_construcao_4,ano_ultima_renovacao_0,ano_ultima_renovacao_1,ano_ultima_renovacao_2,ano_ultima_renovacao_3,qualidade_imovel_1.0,qualidade_imovel_2.0,qualidade_imovel_3.0,qualidade_imovel_4.0,qualidade_imovel_5.0,qualidade_vista_0.0,qualidade_vista_1.0,qualidade_vista_2.0,qualidade_vista_3.0,qualidade_vista_4.0,dia_da_semana_Friday,dia_da_semana_Monday,dia_da_semana_Saturday,dia_da_semana_Sunday,dia_da_semana_Thursday,dia_da_semana_Tuesday,dia_da_semana_Wednesday
0.0,-1.25,-0.35398230088495575,0.251692198076238,-0.5,0.0,0.0,-0.42045454545454547,-0.014638113309840042,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5.0,3.75,2.1415929203539825,0.3202707516921981,0.5,0.0,1.0,0.23863636363636365,2.296286256438059,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-1.25,-0.30973451327433627,0.12451015318845743,-0.5,0.0,0.0,0.2159090909090909,-0.3397939821089726,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.25,-0.10619469026548672,-0.6478446740292126,0.5,0.0,0.0,0.8409090909090909,0.1751152073732719,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0.5,0.5575221238938053,-0.004631278945493409,0.5,0.0,2.0,0.9431818181818182,0.39726213065871513,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,-0.75,-0.21238938053097345,0.5135375846099038,0.5,0.0,0.0,-0.011363636363636364,-0.12117104906478718,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,0.17699115044247787,0.27538297114356963,-0.5,0.0,1.0,0.3181818181818182,0.014638113309840137,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,-0.25,-0.23008849557522124,-0.5017812611328821,0.0,0.0,0.0,-0.20454545454545456,0.824749254540526,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.8849557522123894,2.2769861061631635,-0.5,0.0,4.0,1.4090909090909092,0.29737056112767685,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-1.25,-0.7345132743362832,2.576237976487353,-0.5,0.0,0.0,-0.2840909090909091,-0.6345893195988073,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1.0,0.25,0.9646017699115044,0.24634841467759175,0.5,0.0,1.0,1.6022727272727273,-0.0006776904310110756,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.25,-0.6460176991150443,0.477734235838974,-0.5,0.0,0.0,-0.1590909090909091,-0.48305773922472217,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.25,-0.3008849557522124,-0.41467759173494834,-0.5,0.0,0.0,-0.6022727272727273,0.6439414475467607,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.5,0.3274336283185841,-0.5730317064481653,-0.5,0.0,0.0,-0.022727272727272728,0.5410680401192736,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.0,-0.75,-0.6460176991150443,-0.5106875667972924,-0.5,0.0,0.0,-0.4318181818181818,0.6278124152886962,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,1.0,1.8053097345132743,-0.264517278232989,0.5,0.0,3.0,1.0113636363636365,1.897804283003524,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,-1.25,0.19469026548672566,-0.45956537228357675,-0.5,0.0,0.0,-0.23863636363636365,0.0891840607210626,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.25,-0.13274336283185842,-0.10990381189882437,-0.5,0.0,0.0,-0.375,-0.3322038492816481,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.25663716814159293,0.22176701104381902,-0.5,0.0,1.0,0.2159090909090909,-0.08769314177283816,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.3008849557522124,-0.07427858924118276,0.5,0.0,0.0,-0.13636363636363635,-0.2535917592843589,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.25,0.4424778761061947,0.3517990737442109,0.5,0.0,1.0,0.6590909090909091,-0.17497966928706962,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.25,0.13274336283185842,-0.5890630566441041,0.5,0.0,0.0,0.14772727272727273,0.5534020059636757,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.25,-0.7168141592920354,0.19718560741004632,-0.5,0.0,0.0,-0.5113636363636364,-0.43372187584711297,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,2.734513274336283,7.410936943355896,0.5,0.0,2.0,1.4772727272727273,-0.5330712930333423,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1.0,0.0,0.7787610619469026,1.9693623085144283,-0.5,0.0,2.0,1.0909090909090908,-0.11656275413391155,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2.0,0.25,0.6902654867256637,2.4209120057000355,-0.5,0.0,1.0,0.8068181818181818,-0.39943074003795065,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.25,0.035398230088495575,-0.970965443534022,0.0,0.0,0.0,-0.19318181818181818,2.386283545676335,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1.25,2.5398230088495577,0.951193444959031,0.5,0.0,2.0,0.8863636363636364,0.05733261046354031,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-1.0,-0.5,0.12389380530973451,-0.8758460990381189,-0.5,0.0,0.0,-0.5113636363636364,1.6358091623746271,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-1.0,-1.25,-0.6637168141592921,-0.6300320627003919,-0.5,0.0,0.0,-0.3181818181818182,1.1312008674437517,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,0.25,0.39823008849557523,-0.1989668685429284,0.5,0.0,2.0,0.8522727272727273,-0.11493629709948491,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.25,-0.49557522123893805,-0.27342358389739935,-0.5,0.0,0.0,-0.5454545454545454,-0.2439685551640011,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3.0,2.25,3.3805309734513274,0.4800498753117207,0.5,0.0,4.0,2.852272727272727,1.0149091894822444,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,1.0,-0.40707964601769914,-1.1132882080513002,1.5,0.0,1.0,-0.6022727272727273,5.169964760097587,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,1.176991150442478,0.7415390096188101,0.5,0.0,1.0,-0.045454545454545456,0.3286798590403903,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1.25,1.407079646017699,0.31118631991449947,0.5,0.0,3.0,1.8977272727272727,0.20710219571699648,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.5,0.7168141592920354,-0.72265764161026,0.0,0.0,1.0,0.022727272727272728,2.570615342911358,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.75,-0.18584070796460178,-0.6442821517634485,0.5,0.0,1.0,0.07954545454545454,1.488343724586609,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,0.25,0.49557522123893805,0.12914143213395085,0.5,0.0,1.0,0.5227272727272727,-0.12455950121984274,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.5,-0.6106194690265486,0.42536515853224083,-0.5,0.0,0.0,-0.3522727272727273,-0.2298725941989699,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.25,0.23008849557522124,-0.3778054862842893,0.5,0.0,1.0,0.3181818181818182,0.7103551097858498,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,-0.504424778761062,-0.8510865692910581,0.5,0.0,0.0,-0.2159090909090909,1.115613987530496,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.25,0.48672566371681414,12.456893480584254,-0.5,0.0,0.0,0.7386363636363636,-0.6878557874762808,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,1.25,1.6991150442477876,8.20787317420734,0.5,0.0,2.0,2.2386363636363638,-0.5540796963946868,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.25,1.4424778761061947,5.0003562522265765,0.5,0.0,2.0,1.7159090909090908,-0.5216860937923555,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,-0.11504424778761062,-0.32472390452440325,0.0,0.0,0.0,0.3409090909090909,0.16020601789102748,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1.25,2.1238938053097347,5.913608835055219,0.5,0.0,4.0,2.8181818181818183,-0.24423963133640547,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,0.25,0.23008849557522124,-0.5493409333808337,0.5,0.0,0.0,0.38636363636363635,0.6841962591488209,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,1.0,-0.5132743362831859,-0.3888493053081582,0.5,0.0,0.0,-0.19318181818181818,-0.35985361886690154,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.25,-0.4247787610619469,-0.3847524047025294,0.5,0.0,0.0,-0.4090909090909091,-0.1779615071835185,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,-1.25,-0.7522123893805309,1.136978981118632,-0.5,0.0,0.0,-1.0454545454545454,-0.6565464895635673,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.5,0.04424778761061947,-0.8936587103669398,1.0,0.0,1.0,-0.18181818181818182,3.2672811059907834,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0.25,0.9557522123893806,0.3876024225151407,0.5,0.0,0.0,0.056818181818181816,-0.2535917592843589,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3.0,0.75,1.7256637168141593,6.442821517634485,0.5,0.0,1.0,0.8636363636363636,-0.6177825969097316,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-1.25,-0.4778761061946903,0.7807267545422159,-0.5,0.0,0.0,0.056818181818181816,-0.4600162645703442,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,0.5132743362831859,0.48325614535090844,0.5,0.0,3.0,0.9886363636363636,0.17213336947682303,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,0.25,0.9646017699115044,0.059850374064837904,0.5,0.0,2.0,0.9431818181818182,0.22363784223366764,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.5,0.017699115044247787,-0.18916993231207696,0.5,0.0,1.0,0.0,0.011656275413391155,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,0.1504424778761062,-0.6840042750267189,0.5,0.0,1.0,0.36363636363636365,0.5466251016535646,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.25,0.22123893805309736,-0.7027075169219807,0.5,0.0,2.0,0.125,4.091894822445107,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2.0,0.75,1.1946902654867257,0.2723548272176701,0.5,0.0,0.0,1.5454545454545454,-0.2690431011114122,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,-0.39823008849557523,-1.0757035981474885,0.5,0.0,1.0,-0.42045454545454547,2.9116291677961508,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.25,-0.40707964601769914,-0.8918774492340578,0.5,0.0,1.0,-0.5909090909090909,1.5067769043101114,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.75,0.0584070796460177,-0.2880299251870324,0.5,0.0,1.0,0.10227272727272728,0.8163458931959882,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.0,-0.75,-0.8141592920353983,1.1353758460990382,-0.5,0.0,0.0,-0.36363636363636365,-0.4209812957441041,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-1.25,-0.7964601769911505,0.17687923049519058,-0.5,0.0,0.0,-0.875,-0.38167525074545944,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1.0,0.25,0.6194690265486725,-0.38599928749554685,0.5,0.0,2.0,0.8522727272727273,0.8126863648685282,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.5,-0.22123893805309736,0.4600997506234414,-0.5,0.0,0.0,-0.13636363636363635,-0.16562754133911628,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.25,0.415929203539823,0.07267545422158889,0.5,0.0,0.0,0.09090909090909091,0.5691244239631338,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1.5,1.0973451327433628,0.33986462415390095,1.0,0.0,3.0,0.6363636363636364,1.1663052317701275,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,0.13274336283185842,-0.39223370146063413,0.5,0.0,1.0,0.3181818181818182,0.647872052046625,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.25,2.4867256637168142,1.063234770217314,0.0,0.0,3.0,2.125,1.6488208186500408,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.25,-0.20353982300884957,-0.14731029568934806,-0.5,0.0,0.0,-0.11363636363636363,-0.3098400650582814,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-1.0,-0.75,-1.0884955752212389,-1.1683291770573565,0.5,0.0,0.0,-1.3068181818181819,2.3397939821089726,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-1.25,-0.6637168141592921,-0.1633416458852868,-0.5,0.0,1.0,0.6477272727272727,0.040661425860666844,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,-0.415929203539823,-1.0824723904524403,0.5,0.0,1.0,-0.4431818181818182,3.293711032800217,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.0,0.45132743362831856,11.673316708229427,-0.5,0.0,1.0,1.0909090909090908,-0.7018162103551098,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.25,-0.4336283185840708,0.25418596366227286,0.5,0.0,0.0,-0.29545454545454547,-0.4690973163458932,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.0,0.7522123893805309,0.9818311364446027,0.5,0.0,1.0,0.6363636363636364,-0.1253727297370561,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1.75,1.8407079646017699,0.30138938368364804,0.5,0.0,2.0,2.3636363636363638,0.20290051504472756,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
