quartos,banheiros,m2_interior,m2_espaco_completo,numero_andares,vista_orla,qualidade_design,m2_interior_15_vizinhos,tamanho_imovel_completo,ano_construcao_1,ano_construcao_2,ano_construcao_3,ano_construcao_4,ano_ultima_renovacao_0,ano_ultima_renovacao_1,ano_ultima_renovacao_2,ano_ultima_renovacao_3,qualidade_imovel_1.0,qualidade_imovel_2.0,qualidade_imovel_3.0,qualidade_imovel_4.0,qualidade_imovel_5.0,qualidade_vista_0.0,qualidade_vista_1.0,qualidade_vista_2.0,qualidade_vista_3.0,qualidade_vista_4.0,dia_da_semana_Friday,dia_da_semana_Monday,dia_da_semana_Saturday,dia_da_semana_Sunday,dia_da_semana_Thursday,dia_da_semana_Tuesday,dia_da_semana_Wednesday
1.0,1.25,1.6725663716814159,0.3874242964018525,0.5,0.0,2.0,0.125,0.343046896177826,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.5,-0.13274336283185842,-0.8580334877092982,0.0,0.0,0.0,-0.23863636363636365,2.650040661425861,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-1.0,-1.25,-0.584070796460177,-0.5771286070537941,-0.5,0.0,0.0,-0.4772727272727273,0.4552724315532665,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1.25,-0.035398230088495575,-1.1179194869967937,1.5,0.0,1.0,-0.11363636363636363,4.7095418812686365,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.25,0.3274336283185841,-0.15657285358033488,0.5,0.0,1.0,0.29545454545454547,0.34765519110870163,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.25,0.584070796460177,-0.32597078731742074,0.5,0.0,2.0,0.8409090909090909,1.0162645703442665,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1.25,2.106194690265487,0.14054150338439617,0.5,0.0,4.0,1.0568181818181819,1.0231770127405801,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,0.25,1.1061946902654867,31.852333452084075,0.5,0.0,2.0,1.6022727272727273,-0.7508809975603145,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.25,-0.8053097345132744,2.444424652654079,-0.5,0.0,1.0,-0.1590909090909091,-0.5740037950664135,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.25,0.4424778761061947,0.07819736373352333,-0.5,0.0,1.0,0.36363636363636365,0.12645703442667386,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.25,0.10442477876106195,0.004631278945493409,0.5,0.0,1.0,0.9022727272727272,-0.23149905123339656,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,-0.75,-0.12389380530973451,0.05290345564659779,0.0,0.0,0.0,-0.5568181818181818,-0.16169693683925182,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-1.25,-0.9203539823008849,0.252582828642679,-0.5,0.0,-1.0,-0.45454545454545453,-0.45378151260504196,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-1.25,-0.2920353982300885,0.6382258639116495,-0.5,0.0,0.0,-0.3181818181818182,-0.49972892382759554,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.25,0.18584070796460178,-0.6442821517634485,0.5,0.0,1.0,-0.011363636363636364,0.5294117647058824,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,0.25,-0.12389380530973451,-0.46348414677591737,0.5,0.0,0.0,0.19318181818181818,-0.06912442396313356,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.5,0.8761061946902655,0.24634841467759175,-0.5,0.0,1.0,0.14772727272727273,0.014231499051233455,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1.25,1.4778761061946903,-0.406661916636979,0.5,0.0,2.0,0.29545454545454547,2.509487666034156,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.0,-0.5,-0.035398230088495575,-0.6656572853580335,0.0,0.0,0.0,-0.5113636363636364,1.1573597180807809,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.5,1.0707964601769913,2.1220163876024225,-0.5,1.0,1.0,1.2954545454545454,0.172675521821632,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,-0.25,0.5309734513274337,-0.29159244745279655,-0.5,0.0,1.0,-0.2840909090909091,0.6744375169422608,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.75,-0.6902654867256637,-0.02084075525472034,-0.5,0.0,0.0,-0.5227272727272727,-0.15546218487394955,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.0,0.25,0.07079646017699115,0.005878161738510866,0.0,0.0,0.0,-0.14772727272727273,-0.32935754947140145,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5,-0.4690265486725664,-0.03883149269682935,-0.5,0.0,0.0,-0.4318181818181818,-0.3481973434535104,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.0,-0.75,0.017699115044247787,-0.5730317064481653,-0.5,0.0,0.0,-0.4090909090909091,1.6347248576850097,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.25,0.2743362831858407,0.05646597791236195,0.5,0.0,0.0,0.5340909090909091,-0.03862835456763343,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.75,1.3539823008849559,1.5288564303526897,0.5,0.0,3.0,1.4659090909090908,-0.22323122797506098,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.5,0.3805309734513274,-0.0076594228713929464,-0.5,0.0,1.0,0.4318181818181818,0.49850908105177555,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.5,-0.4336283185840708,0.3799429996437478,-0.5,0.0,0.0,-0.23863636363636365,-0.20113851992409862,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.0,1.1858407079646018,-0.5302814392589954,0.5,0.0,2.0,1.5909090909090908,3.080374085117918,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.5,0.008849557522123894,0.9661560384752405,-0.5,0.0,1.0,0.045454545454545456,-0.3109243697478991,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.5,-0.10619469026548672,0.02369077306733167,-0.5,0.0,1.0,-0.045454545454545456,0.16305231770127407,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.75,-0.7876106194690266,0.10794442465265408,-0.5,0.0,0.0,-0.4318181818181818,-0.3587693141772838,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,0.5,-0.10619469026548672,-0.5552190951193445,0.5,0.0,0.0,-0.125,1.4730279208457577,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.0,0.40707964601769914,0.6382258639116495,-0.5,0.0,1.0,0.19318181818181818,0.31566820276497704,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5,-0.02654867256637168,-0.6754542215888849,-0.5,0.0,0.0,-0.5909090909090909,1.061263214963405,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.5,-0.24778761061946902,0.4463840399002494,-0.5,0.0,1.0,0.42045454545454547,-0.16820276497695846,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.46017699115044247,7.178304239401497,0.5,0.0,1.0,0.3522727272727273,-0.6616969368392518,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.25,-0.22123893805309736,-0.5423940149625935,0.0,0.0,1.0,-0.4090909090909091,0.9353483328815397,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,0.0,0.07964601769911504,0.35375846099038116,-0.5,0.0,1.0,0.25,0.1333694768229873,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-1.0,-1.25,-1.1415929203539823,-0.6086569291058069,-0.5,0.0,-1.0,-0.9886363636363636,-0.321225264299268,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5,0.22123893805309736,-0.6442821517634485,-0.5,0.0,0.0,0.056818181818181816,2.2947953374898344,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.75,-0.4247787610619469,0.37299608122550765,-0.5,0.0,0.0,-0.2840909090909091,-0.17077798861480067,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.25,0.05309734513274336,0.011221945137157107,0.0,0.0,-1.0,-0.5795454545454546,0.270669558145839,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,-1.25,-0.45132743362831856,-0.07427858924118276,0.5,0.0,-1.0,-0.22727272727272727,0.518839793982109,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.25,-0.3893805309734513,0.17955112219451372,-0.5,0.0,0.0,0.32954545454545453,-0.3903496882624017,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,0.25,0.07964601769911504,-0.06964731029568935,0.5,0.0,1.0,0.36363636363636365,-0.20615342911358092,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.75,0.6637168141592921,-0.46615603847524045,0.5,0.0,0.0,0.5227272727272727,0.6920574681485497,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,0.5,0.48672566371681414,0.4467402921268258,0.5,0.0,1.0,0.5113636363636364,0.5002710761724044,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.5,0.5309734513274337,-0.4584966156038475,-0.5,0.0,1.0,-0.5454545454545454,0.3541610192464082,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,-0.035398230088495575,-0.8224082650516565,0.5,0.0,1.0,0.045454545454545456,1.9864461913797777,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5,-0.035398230088495575,4.048628428927681,-0.5,0.0,1.0,0.4772727272727273,-0.6603415559772295,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.6991150442477876,2.583363021018881,-0.5,0.0,0.0,1.1477272727272727,-0.4953917050691244,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.25,-0.584070796460177,-0.8639116494478091,0.5,0.0,1.0,-0.6022727272727273,0.7441040932502033,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-1.0,-1.25,-0.9203539823008849,-0.4463840399002494,-0.5,0.0,-1.0,-0.5340909090909091,0.2618595825426946,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-1.25,-0.35398230088495575,0.2231920199501247,0.0,0.0,0.0,-0.36363636363636365,-0.3098400650582814,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,1.5,1.8938053097345133,2.0792661204132528,0.5,0.0,3.0,2.477272727272727,-0.08416915153158039,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,-1.25,-0.12389380530973451,-0.6442821517634485,0.0,0.0,0.0,-0.10227272727272728,0.6920574681485497,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5,-0.09734513274336283,2.408443177769861,-0.5,0.0,0.0,0.011363636363636364,-0.6065329357549472,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
-1.0,-1.25,-0.48672566371681414,0.4312433202707517,0.0,0.0,0.0,-0.26136363636363635,-0.0603144483599891,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5,-0.19469026548672566,-0.2666547915924474,-0.5,0.0,0.0,-0.5795454545454546,0.30848468419625924,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-1.25,-0.584070796460177,0.3532240826505166,-0.5,0.0,0.0,-0.3522727272727273,-0.34711303876389266,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.25,0.5469026548672566,-0.5374064837905237,0.5,0.0,1.0,0.8295454545454546,0.19002439685551634,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,-1.25,0.13274336283185842,-0.017456359102244388,-0.5,0.0,0.0,-0.125,0.10422878828950932,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,-0.5,-0.09380530973451327,-0.46615603847524045,-0.5,0.0,0.0,-0.625,0.6378422336676607,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.75,0.3008849557522124,-0.41271820448877805,-0.5,0.0,0.0,0.125,0.32637571157495254,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,0.25,1.991150442477876,4.57659422871393,0.5,0.0,4.0,3.215909090909091,-0.2698563296286256,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,-0.75,-0.4778761061946903,0.03259707873174207,-0.5,0.0,0.0,-0.07954545454545454,0.029953917050691257,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.25,1.0176991150442478,-0.33042394014962595,0.5,0.0,3.0,2.034090909090909,0.9083762537272974,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,0.6106194690265486,-0.09369433558959743,0.5,0.0,2.0,0.875,-0.17769043101111412,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,2.0,1.7699115044247788,0.6759885999287496,0.5,0.0,0.0,-0.5,-0.026294388723231196,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,-0.25,0.07964601769911504,0.3307801923762024,0.5,0.0,0.0,0.3409090909090909,-0.2122526429926809,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-0.75,0.017699115044247787,-0.8428927680798005,0.0,0.0,1.0,0.8068181818181818,5.449579831932773,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,-1.25,-0.5929203539823009,0.1416102600641254,-0.5,0.0,0.0,0.0,-0.08986175115207366,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.25,0.1592920353982301,1.2746704666904167,0.5,0.0,1.0,0.6022727272727273,-0.5189753320683111,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5,-0.39823008849557523,-0.16654791592447452,-0.5,0.0,0.0,-0.056818181818181816,0.012469503930604522,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.75,-0.4247787610619469,0.04595653722835768,-0.5,0.0,1.0,-0.045454545454545456,-0.23095689888858767,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.25,0.7522123893805309,-0.34396152475952974,0.5,0.0,2.0,1.2159090909090908,0.8697478991596639,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,-0.5,0.6371681415929203,1.0105094406840043,-0.5,1.0,1.0,0.6363636363636364,-0.0340200596367579,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
-1.0,-1.25,-0.8938053097345132,-0.07427858924118276,-0.5,0.0,0.0,-0.1590909090909091,0.03889943074003801,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,0.75,2.079646017699115,13.898468115425722,0.5,0.0,4.0,2.1818181818181817,-0.6486852805638385,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.5,0.4690265486725664,-0.39918061987887427,0.0,0.0,0.0,0.09090909090909091,0.9582542694497151,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,-1.25,-0.8407079646017699,0.7741360883505521,-0.5,0.0,-1.0,-0.7159090909090909,-0.5654648956356736,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
